Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,City,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-102901,2024-12-07,2024-12-10,Second Class,CUST-2348,Consumer,West,Bristol,Furniture,Chairs,3,734.0,0.3,1541.4,-85.78
ORD-105049,2024-12-07,2024-12-11,Same Day,CUST-1850,Consumer,North,Newcastle,Furniture,Furnishings,5,518.75,0.0,2593.75,413.86
ORD-103372,2024-12-07,2024-12-09,Second Class,CUST-1994,Corporate,West,Plymouth,Office Supplies,Labels,1,106.8,0.0,106.8,8.35
ORD-102884,2024-12-07,2024-12-11,Standard Class,CUST-1866,Home Office,South,Southampton,Office Supplies,Art,4,48.63,0.3,136.16,3.24
ORD-101969,2024-12-07,2024-12-10,Standard Class,CUST-2404,Consumer,South,Portsmouth,Technology,Machines,1,623.78,0.2,499.02,-69.64
ORD-100935,2024-12-07,2024-12-11,Standard Class,CUST-2313,Home Office,South,Southampton,Technology,Phones,1,1535.69,0.1,1382.12,-106.79
ORD-106477,2024-12-07,2024-12-14,Standard Class,CUST-1396,Consumer,West,Bristol,Office Supplies,Storage,3,59.61,0.4,107.3,-18.38
ORD-103006,2024-12-07,2024-12-11,Standard Class,CUST-1593,Home Office,South,Brighton,Technology,Machines,3,1292.66,0.0,3877.98,872.15
ORD-104798,2024-12-07,2024-12-10,First Class,CUST-2244,Home Office,West,Plymouth,Furniture,Tables,3,210.11,0.3,441.23,-47.96
ORD-100396,2024-12-07,2024-12-10,Standard Class,CUST-1308,Consumer,Central,Coventry,Furniture,Chairs,2,539.56,0.0,1079.12,24.36
ORD-102321,2024-12-07,2024-12-11,Standard Class,CUST-1622,Corporate,West,Exeter,Furniture,Bookcases,2,101.4,0.0,202.8,-2.02
ORD-102674,2024-12-08,2024-12-13,Standard Class,CUST-1903,Home Office,Central,Coventry,Office Supplies,Art,1,101.94,0.2,81.55,4.47
ORD-103772,2024-12-08,2024-12-10,Standard Class,CUST-1364,Consumer,East,Cambridge,Furniture,Furnishings,3,889.5,0.2,2134.8,51.57
ORD-106312,2024-12-08,2024-12-11,Standard Class,CUST-1353,Consumer,North,Manchester,Technology,Copiers,5,932.52,0.0,4662.6,461.36
ORD-103616,2024-12-08,2024-12-11,Standard Class,CUST-1761,Consumer,Central,Coventry,Furniture,Bookcases,4,321.66,0.0,1286.64,95.38
ORD-105640,2024-12-08,2024-12-10,Second Class,CUST-1381,Home Office,West,Plymouth,Furniture,Bookcases,3,566.01,0.0,1698.03,178.76
ORD-105844,2024-12-08,2024-12-13,Second Class,CUST-2363,Consumer,East,Peterborough,Office Supplies,Storage,1,4.53,0.1,4.08,0.75
ORD-104365,2024-12-08,2024-12-12,Same Day,CUST-2497,Corporate,Central,Coventry,Technology,Copiers,1,1302.48,0.0,1302.48,-1.8
ORD-103396,2024-12-08,2024-12-11,Standard Class,CUST-1561,Consumer,Central,Birmingham,Office Supplies,Binders,2,42.36,0.1,76.25,18.83
ORD-100361,2024-12-08,2024-12-12,Second Class,CUST-1842,Consumer,South,Portsmouth,Office Supplies,Labels,2,102.34,0.0,204.68,20.57
ORD-102528,2024-12-08,2024-12-09,Standard Class,CUST-1848,Consumer,Central,Nottingham,Technology,Accessories,4,260.51,0.0,1042.04,101.83
ORD-100397,2024-12-08,2024-12-15,Standard Class,CUST-2333,Corporate,Central,Nottingham,Office Supplies,Labels,3,56.31,0.1,152.04,33.04
ORD-100456,2024-12-08,2024-12-12,Second Class,CUST-1523,Corporate,East,Ipswich,Office Supplies,Paper,1,105.72,0.0,105.72,36.44
ORD-101096,2024-12-08,2024-12-11,Standard Class,CUST-1188,Corporate,West,Exeter,Office Supplies,Storage,2,36.05,0.0,72.1,11.21
ORD-106112,2024-12-08,2024-12-10,First Class,CUST-1045,Consumer,West,Bristol,Furniture,Furnishings,3,92.03,0.0,276.09,-9.17
ORD-101988,2024-12-08,2024-12-11,Second Class,CUST-1732,Home Office,North,Leeds,Office Supplies,Paper,1,61.96,0.1,55.76,12.74
ORD-102724,2024-12-08,2024-12-12,Standard Class,CUST-1277,Consumer,Central,Nottingham,Office Supplies,Art,1,72.05,0.3,50.43,3.08
ORD-103489,2024-12-08,2024-12-11,First Class,CUST-1635,Consumer,East,Ipswich,Office Supplies,Binders,4,37.35,0.0,149.4,34.87
ORD-106093,2024-12-08,2024-12-11,Second Class,CUST-1568,Home Office,East,Cambridge,Office Supplies,Paper,3,48.53,0.15,123.75,25.98
ORD-102975,2024-12-08,2024-12-11,First Class,CUST-1639,Consumer,East,Ipswich,Technology,Machines,1,1367.46,0.1,1230.71,-156.6
ORD-100240,2024-12-09,2024-12-13,Second Class,CUST-2442,Consumer,Central,Nottingham,Technology,Accessories,6,205.86,0.0,1235.16,90.7
ORD-104293,2024-12-09,2024-12-14,Standard Class,CUST-1843,Consumer,South,Brighton,Office Supplies,Paper,2,109.23,0.0,218.46,69.87
ORD-100351,2024-12-09,2024-12-15,Standard Class,CUST-1840,Corporate,North,Manchester,Office Supplies,Storage,3,97.58,0.15,248.83,12.12
ORD-105744,2024-12-09,2024-12-10,Standard Class,CUST-1758,Corporate,Central,Birmingham,Office Supplies,Storage,1,83.63,0.0,83.63,4.36
ORD-101209,2024-12-09,2024-12-13,Standard Class,CUST-1353,Home Office,West,Exeter,Office Supplies,Paper,1,67.46,0.0,67.46,9.22
ORD-105843,2024-12-09,2024-12-12,Second Class,CUST-1445,Consumer,North,Manchester,Office Supplies,Storage,1,39.47,0.3,27.63,0.1
ORD-103603,2024-12-09,2024-12-12,Standard Class,CUST-1161,Home Office,North,Newcastle,Technology,Machines,6,101.45,0.0,608.7,55.29
ORD-102241,2024-12-09,2024-12-15,Same Day,CUST-2478,Consumer,West,Bristol,Technology,Copiers,3,1427.09,0.0,4281.27,360.35
ORD-106383,2024-12-09,2024-12-14,Standard Class,CUST-1440,Consumer,Central,Leicester,Office Supplies,Storage,4,77.77,0.1,279.97,15.78
ORD-103524,2024-12-09,2024-12-11,Second Class,CUST-2324,Corporate,Central,Coventry,Technology,Accessories,1,585.54,0.1,526.99,-60.59
ORD-104227,2024-12-09,2024-12-11,Standard Class,CUST-2153,Home Office,South,Southampton,Office Supplies,Storage,1,113.94,0.2,91.15,15.04
ORD-106430,2024-12-09,2024-12-14,Standard Class,CUST-1450,Home Office,East,Ipswich,Office Supplies,Storage,4,87.6,0.15,297.84,74.81
ORD-105851,2024-12-09,2024-12-13,Standard Class,CUST-1226,Consumer,East,Norwich,Office Supplies,Art,2,52.06,0.1,93.71,19.17
ORD-106019,2024-12-09,2024-12-11,Standard Class,CUST-2460,Home Office,East,Ipswich,Furniture,Bookcases,1,865.48,0.0,865.48,72.58
ORD-100974,2024-12-09,2024-12-11,Standard Class,CUST-2156,Consumer,West,Exeter,Office Supplies,Labels,2,102.38,0.0,204.76,64.86
ORD-102671,2024-12-09,2024-12-11,Standard Class,CUST-1353,Consumer,North,Leeds,Office Supplies,Paper,4,81.9,0.1,294.84,15.71
ORD-102388,2024-12-09,2024-12-14,Second Class,CUST-1940,Consumer,West,Bristol,Office Supplies,Paper,1,47.52,0.3,33.26,2.96
ORD-100759,2024-12-09,2024-12-14,Standard Class,CUST-2170,Home Office,South,Reading,Office Supplies,Labels,3,42.64,0.0,127.92,22.57
ORD-105093,2024-12-09,2024-12-11,Standard Class,CUST-1414,Corporate,South,Reading,Technology,Phones,1,1441.39,0.0,1441.39,374.9
ORD-100750,2024-12-09,2024-12-12,Standard Class,CUST-1493,Corporate,North,Leeds,Furniture,Bookcases,2,228.52,0.0,457.04,-5.83
ORD-106479,2024-12-09,2024-12-14,First Class,CUST-1286,Consumer,North,Manchester,Technology,Copiers,1,688.35,0.5,344.18,-43.77
ORD-103741,2024-12-10,2024-12-13,Same Day,CUST-2034,Consumer,Central,Birmingham,Furniture,Bookcases,2,245.24,0.1,441.43,-18.95
ORD-101922,2024-12-10,2024-12-12,Standard Class,CUST-1457,Consumer,West,Bristol,Technology,Machines,2,1222.12,0.0,2444.24,327.46
ORD-105165,2024-12-10,2024-12-16,First Class,CUST-2321,Home Office,Central,Coventry,Technology,Phones,2,1134.83,0.1,2042.69,-313.73
ORD-105734,2024-12-10,2024-12-14,Standard Class,CUST-2499,Corporate,West,Bristol,Office Supplies,Storage,2,65.04,0.0,130.08,42.67
ORD-106191,2024-12-10,2024-12-13,Standard Class,CUST-2075,Consumer,North,Newcastle,Furniture,Chairs,4,535.21,0.1,1926.76,-168.84
ORD-105867,2024-12-10,2024-12-13,Standard Class,CUST-1860,Consumer,East,Peterborough,Furniture,Chairs,3,852.6,0.15,2174.13,137.35
ORD-102251,2024-12-10,2024-12-13,Standard Class,CUST-1121,Corporate,East,Ipswich,Office Supplies,Labels,2,65.24,0.2,104.38,13.17
ORD-100702,2024-12-10,2024-12-16,Standard Class,CUST-2129,Consumer,East,Peterborough,Furniture,Bookcases,1,265.16,0.1,238.64,-25.06
ORD-103459,2024-12-10,2024-12-14,First Class,CUST-1080,Consumer,Central,Birmingham,Office Supplies,Art,5,49.8,0.0,249.0,33.31
ORD-104266,2024-12-10,2024-12-15,Standard Class,CUST-2316,Corporate,East,Cambridge,Office Supplies,Paper,2,116.41,0.2,186.26,41.33
ORD-104687,2024-12-10,2024-12-13,Standard Class,CUST-1883,Corporate,East,Norwich,Office Supplies,Labels,2,21.27,0.0,42.54,9.9
ORD-102268,2024-12-10,2024-12-16,Second Class,CUST-1945,Corporate,East,Ipswich,Technology,Machines,6,1521.81,0.1,8217.77,-635.99
ORD-101837,2024-12-10,2024-12-15,Standard Class,CUST-1569,Home Office,South,Reading,Office Supplies,Labels,6,14.31,0.1,77.27,12.21
ORD-104061,2024-12-10,2024-12-12,Same Day,CUST-1467,Consumer,East,Norwich,Office Supplies,Paper,3,35.8,0.3,75.18,11.61
ORD-105405,2024-12-10,2024-12-14,Standard Class,CUST-1369,Consumer,West,Cardiff,Office Supplies,Binders,1,109.59,0.0,109.59,11.26
ORD-101864,2024-12-10,2024-12-17,Standard Class,CUST-2042,Home Office,West,Cardiff,Furniture,Chairs,1,236.49,0.0,236.49,34.3
ORD-104663,2024-12-10,2024-12-13,Standard Class,CUST-1113,Corporate,East,Ipswich,Technology,Phones,2,591.08,0.2,945.73,18.92
ORD-101672,2024-12-10,2024-12-12,Standard Class,CUST-1912,Consumer,East,Peterborough,Office Supplies,Storage,3,32.01,0.0,96.03,25.22
ORD-100646,2024-12-10,2024-12-13,Standard Class,CUST-1652,Consumer,West,Plymouth,Furniture,Chairs,1,411.5,0.1,370.35,-0.13
ORD-101176,2024-12-10,2024-12-17,Standard Class,CUST-1556,Consumer,North,Sheffield,Office Supplies,Binders,6,82.72,0.0,496.32,134.08
ORD-101200,2024-12-10,2024-12-16,Second Class,CUST-1374,Home Office,West,Cardiff,Technology,Machines,3,1748.42,0.0,5245.26,757.36
ORD-105118,2024-12-11,2024-12-13,First Class,CUST-1302,Corporate,Central,Nottingham,Office Supplies,Labels,1,109.89,0.0,109.89,5.71
ORD-103448,2024-12-11,2024-12-15,Standard Class,CUST-2212,Home Office,Central,Birmingham,Office Supplies,Storage,2,81.19,0.15,138.02,-4.57
ORD-105131,2024-12-11,2024-12-17,First Class,CUST-1019,Consumer,South,Southampton,Technology,Accessories,1,625.92,0.0,625.92,103.75
ORD-105723,2024-12-11,2024-12-15,Standard Class,CUST-1445,Consumer,East,Ipswich,Office Supplies,Binders,4,83.74,0.15,284.72,12.39
ORD-105004,2024-12-11,2024-12-15,Standard Class,CUST-2082,Corporate,East,Norwich,Technology,Accessories,2,1386.3,0.0,2772.6,715.92
ORD-102187,2024-12-11,2024-12-14,First Class,CUST-2247,Home Office,Central,Coventry,Office Supplies,Storage,2,16.3,0.0,32.6,6.1
ORD-100590,2024-12-11,2024-12-17,Second Class,CUST-2056,Corporate,West,Cardiff,Office Supplies,Binders,2,47.8,0.0,95.6,28.43
ORD-105123,2024-12-11,2024-12-13,Standard Class,CUST-2411,Consumer,South,Southampton,Office Supplies,Binders,1,48.52,0.3,33.96,4.07
ORD-105914,2024-12-11,2024-12-14,Second Class,CUST-1338,Corporate,West,Bristol,Furniture,Chairs,5,515.54,0.4,1546.62,-231.77
ORD-105013,2024-12-11,2024-12-16,First Class,CUST-2288,Corporate,West,Bristol,Office Supplies,Storage,2,114.35,0.0,228.7,12.41
ORD-103161,2024-12-11,2024-12-14,Second Class,CUST-1748,Consumer,North,Leeds,Furniture,Furnishings,1,368.01,0.1,331.21,-1.35
ORD-103477,2024-12-11,2024-12-16,Standard Class,CUST-2016,Home Office,South,Brighton,Technology,Accessories,1,1786.55,0.15,1518.57,-48.02
ORD-100550,2024-12-11,2024-12-17,Second Class,CUST-1496,Consumer,East,Peterborough,Office Supplies,Labels,1,61.22,0.0,61.22,6.42
ORD-105505,2024-12-11,2024-12-16,First Class,CUST-1765,Consumer,East,Ipswich,Furniture,Tables,4,296.39,0.3,829.89,-48.64
ORD-100047,2024-12-11,2024-12-13,Second Class,CUST-1803,Consumer,South,Portsmouth,Furniture,Chairs,2,191.86,0.0,383.72,-18.96
ORD-101666,2024-12-11,2024-12-17,Second Class,CUST-1547,Home Office,Central,Coventry,Furniture,Chairs,3,694.12,0.0,2082.36,245.15
ORD-101805,2024-12-11,2024-12-17,Same Day,CUST-1240,Corporate,South,Brighton,Furniture,Chairs,3,817.56,0.0,2452.68,193.7
ORD-106226,2024-12-11,2024-12-16,Standard Class,CUST-2234,Consumer,East,Norwich,Office Supplies,Storage,1,80.64,0.0,80.64,25.21
ORD-104191,2024-12-11,2024-12-14,Standard Class,CUST-2407,Consumer,West,Plymouth,Technology,Phones,1,1643.07,0.15,1396.61,108.1
ORD-104336,2024-12-12,2024-12-19,Same Day,CUST-1042,Consumer,West,Bristol,Office Supplies,Storage,1,63.09,0.3,44.16,0.48
ORD-101070,2024-12-12,2024-12-14,First Class,CUST-1289,Corporate,East,Peterborough,Technology,Machines,5,744.8,0.1,3351.6,523.73
ORD-101303,2024-12-12,2024-12-16,Standard Class,CUST-1369,Consumer,North,Manchester,Office Supplies,Paper,1,22.63,0.0,22.63,7.26
ORD-102204,2024-12-12,2024-12-18,Standard Class,CUST-2047,Corporate,West,Cardiff,Office Supplies,Labels,1,8.35,0.0,8.35,1.64
ORD-105042,2024-12-12,2024-12-16,Second Class,CUST-1543,Consumer,South,Reading,Furniture,Bookcases,2,303.97,0.1,547.15,-18.34
ORD-105428,2024-12-12,2024-12-16,Standard Class,CUST-1499,Corporate,East,Peterborough,Technology,Copiers,2,169.3,0.1,304.74,-14.99
ORD-101119,2024-12-12,2024-12-14,Standard Class,CUST-1526,Corporate,East,Norwich,Office Supplies,Storage,4,76.94,0.1,276.98,8.32
ORD-100349,2024-12-12,2024-12-16,Standard Class,CUST-1936,Corporate,East,Ipswich,Furniture,Furnishings,1,279.52,0.1,251.57,7.0
ORD-104757,2024-12-12,2024-12-17,Second Class,CUST-2386,Consumer,Central,Nottingham,Furniture,Chairs,3,163.36,0.0,490.08,20.74
ORD-105016,2024-12-12,2024-12-19,Standard Class,CUST-2130,Home Office,West,Bristol,Furniture,Bookcases,1,188.74,0.1,169.87,-3.3
ORD-100803,2024-12-12,2024-12-17,Standard Class,CUST-1609,Home Office,South,Brighton,Technology,Machines,2,277.16,0.15,471.17,81.06
ORD-106458,2024-12-12,2024-12-17,Standard Class,CUST-1033,Corporate,East,Ipswich,Office Supplies,Art,2,56.07,0.0,112.14,21.27
ORD-102043,2024-12-12,2024-12-15,Second Class,CUST-2387,Consumer,South,Reading,Office Supplies,Binders,1,66.2,0.15,56.27,0.54
ORD-106055,2024-12-12,2024-12-17,Standard Class,CUST-1845,Consumer,North,Manchester,Technology,Machines,1,1116.34,0.0,1116.34,210.13
ORD-104910,2024-12-12,2024-12-14,Standard Class,CUST-2231,Consumer,North,Sheffield,Office Supplies,Paper,2,109.13,0.3,152.78,13.07
ORD-105560,2024-12-12,2024-12-17,Standard Class,CUST-1730,Home Office,North,Leeds,Technology,Phones,1,1395.98,0.0,1395.98,-56.91
ORD-106455,2024-12-12,2024-12-16,Standard Class,CUST-1202,Corporate,East,Cambridge,Furniture,Chairs,1,330.0,0.2,264.0,-7.78
ORD-101986,2024-12-12,2024-12-18,Standard Class,CUST-2212,Consumer,East,Peterborough,Technology,Accessories,1,1608.84,0.1,1447.96,-62.54
ORD-101443,2024-12-12,2024-12-15,Standard Class,CUST-1365,Consumer,West,Plymouth,Technology,Copiers,4,520.26,0.0,2081.04,67.67
ORD-102323,2024-12-12,2024-12-16,Standard Class,CUST-2037,Corporate,East,Norwich,Furniture,Furnishings,3,271.15,0.4,488.07,-49.23
ORD-101839,2024-12-13,2024-12-16,Standard Class,CUST-1731,Consumer,North,Newcastle,Office Supplies,Labels,1,39.01,0.0,39.01,6.1
ORD-106407,2024-12-13,2024-12-20,Standard Class,CUST-2475,Consumer,East,Peterborough,Technology,Phones,3,173.6,0.0,520.8,76.99
ORD-105299,2024-12-13,2024-12-15,Same Day,CUST-1863,Home Office,North,Newcastle,Technology,Copiers,1,1034.81,0.0,1034.81,305.85
ORD-106412,2024-12-13,2024-12-16,Standard Class,CUST-1720,Corporate,Central,Birmingham,Furniture,Bookcases,6,572.96,0.1,3093.98,-170.46
ORD-104387,2024-12-13,2024-12-19,Second Class,CUST-1405,Consumer,North,Newcastle,Technology,Copiers,4,806.51,0.0,3226.04,859.14
ORD-104337,2024-12-13,2024-12-15,Standard Class,CUST-1355,Consumer,East,Ipswich,Furniture,Furnishings,3,767.29,0.0,2301.87,150.21
ORD-100658,2024-12-13,2024-12-19,Standard Class,CUST-1698,Home Office,North,Manchester,Furniture,Furnishings,6,817.25,0.0,4903.5,661.06
ORD-101676,2024-12-13,2024-12-16,Standard Class,CUST-1992,Consumer,North,Sheffield,Furniture,Furnishings,1,697.3,0.15,592.7,-42.47
ORD-102934,2024-12-13,2024-12-19,Second Class,CUST-2282,Consumer,East,Norwich,Furniture,Chairs,3,372.62,0.0,1117.86,-50.39
ORD-104094,2024-12-13,2024-12-17,First Class,CUST-1732,Consumer,North,Leeds,Office Supplies,Binders,1,101.41,0.0,101.41,28.52
ORD-104457,2024-12-13,2024-12-15,First Class,CUST-1354,Home Office,East,Peterborough,Technology,Accessories,5,1617.37,0.3,5660.8,-1029.27
ORD-101638,2024-12-13,2024-12-16,Standard Class,CUST-1401,Home Office,South,Reading,Technology,Phones,1,609.4,0.1,548.46,97.3
ORD-100258,2024-12-13,2024-12-15,Standard Class,CUST-2378,Consumer,North,Sheffield,Furniture,Furnishings,2,354.17,0.15,602.09,20.75
ORD-100330,2024-12-13,2024-12-16,Standard Class,CUST-1272,Consumer,North,Sheffield,Office Supplies,Binders,1,62.19,0.0,62.19,15.39
ORD-101649,2024-12-13,2024-12-15,Standard Class,CUST-2354,Consumer,West,Exeter,Furniture,Tables,1,461.18,0.3,322.83,-74.08
ORD-103624,2024-12-13,2024-12-17,Standard Class,CUST-2024,Consumer,Central,Nottingham,Office Supplies,Storage,1,105.47,0.2,84.38,8.32
ORD-102725,2024-12-13,2024-12-19,Standard Class,CUST-2104,Consumer,East,Cambridge,Office Supplies,Binders,2,38.33,0.0,76.66,4.0
ORD-101769,2024-12-13,2024-12-17,Standard Class,CUST-1164,Corporate,East,Norwich,Office Supplies,Labels,2,20.33,0.0,40.66,13.44
ORD-104355,2024-12-14,2024-12-17,Second Class,CUST-2080,Home Office,North,Sheffield,Furniture,Furnishings,6,319.72,0.2,1534.66,-228.06
ORD-103684,2024-12-14,2024-12-21,First Class,CUST-1091,Corporate,Central,Coventry,Furniture,Tables,3,786.36,0.0,2359.08,229.59
ORD-102750,2024-12-14,2024-12-17,Standard Class,CUST-1620,Consumer,North,Newcastle,Technology,Accessories,1,108.35,0.15,92.1,4.17
ORD-103771,2024-12-14,2024-12-17,Second Class,CUST-1354,Home Office,North,Leeds,Technology,Copiers,4,1531.06,0.15,5205.6,-483.61
ORD-104028,2024-12-14,2024-12-18,Second Class,CUST-1084,Consumer,South,Reading,Technology,Machines,1,878.93,0.15,747.09,22.13
ORD-105240,2024-12-14,2024-12-17,Second Class,CUST-2008,Home Office,West,Plymouth,Technology,Copiers,1,818.53,0.0,818.53,76.85
ORD-101948,2024-12-14,2024-12-18,Same Day,CUST-2447,Consumer,West,Plymouth,Office Supplies,Storage,2,105.67,0.0,211.34,49.69
ORD-104994,2024-12-14,2024-12-18,First Class,CUST-1353,Consumer,East,Peterborough,Technology,Accessories,3,1018.27,0.1,2749.33,109.24
ORD-100276,2024-12-14,2024-12-19,Second Class,CUST-1990,Consumer,North,Leeds,Technology,Copiers,1,890.91,0.0,890.91,74.69
ORD-100173,2024-12-14,2024-12-18,First Class,CUST-2150,Consumer,South,Portsmouth,Technology,Phones,4,1210.35,0.1,4357.26,858.04
ORD-101950,2024-12-14,2024-12-19,Standard Class,CUST-1592,Corporate,North,Manchester,Office Supplies,Binders,1,87.12,0.2,69.7,10.36
ORD-103314,2024-12-15,2024-12-21,Second Class,CUST-1434,Home Office,North,Newcastle,Office Supplies,Paper,2,62.21,0.0,124.42,22.37
ORD-100241,2024-12-15,2024-12-20,Standard Class,CUST-1756,Consumer,East,Ipswich,Furniture,Furnishings,3,648.73,0.0,1946.19,195.43
ORD-101998,2024-12-15,2024-12-21,Standard Class,CUST-1979,Consumer,East,Ipswich,Technology,Phones,3,574.95,0.0,1724.85,384.74
ORD-105251,2024-12-15,2024-12-19,Second Class,CUST-2353,Corporate,South,Southampton,Technology,Accessories,2,1175.82,0.0,2351.64,-104.15
ORD-100975,2024-12-15,2024-12-20,Standard Class,CUST-1394,Corporate,South,Southampton,Office Supplies,Art,2,16.42,0.5,16.42,-2.62
ORD-102518,2024-12-15,2024-12-17,Standard Class,CUST-1611,Corporate,Central,Coventry,Furniture,Bookcases,1,260.55,0.2,208.44,7.29
ORD-104519,2024-12-15,2024-12-22,Second Class,CUST-2370,Home Office,North,Leeds,Office Supplies,Labels,5,78.48,0.0,392.4,26.73
ORD-100657,2024-12-15,2024-12-18,Second Class,CUST-1134,Consumer,North,Manchester,Office Supplies,Paper,2,103.46,0.0,206.92,59.12
ORD-101575,2024-12-15,2024-12-16,First Class,CUST-1626,Consumer,East,Norwich,Office Supplies,Paper,3,41.72,0.1,112.64,11.86
ORD-106289,2024-12-15,2024-12-17,Standard Class,CUST-2151,Consumer,East,Ipswich,Furniture,Tables,1,131.33,0.0,131.33,-5.06
ORD-105899,2024-12-15,2024-12-21,Standard Class,CUST-2298,Corporate,East,Ipswich,Technology,Accessories,1,472.54,0.0,472.54,110.19
ORD-102944,2024-12-15,2024-12-19,Standard Class,CUST-1963,Consumer,South,Southampton,Furniture,Bookcases,3,459.67,0.0,1379.01,194.9
ORD-105464,2024-12-15,2024-12-20,Standard Class,CUST-1019,Consumer,North,Newcastle,Technology,Copiers,1,666.59,0.0,666.59,158.59
ORD-104063,2024-12-15,2024-12-20,Second Class,CUST-2394,Consumer,North,Leeds,Office Supplies,Labels,1,79.45,0.0,79.45,11.92
ORD-106000,2024-12-16,2024-12-21,First Class,CUST-2312,Consumer,West,Exeter,Technology,Machines,2,1589.28,0.0,3178.56,82.6
ORD-100779,2024-12-16,2024-12-22,Same Day,CUST-1106,Consumer,Central,Leicester,Furniture,Furnishings,4,811.89,0.15,2760.43,-167.56
ORD-103846,2024-12-16,2024-12-19,Same Day,CUST-1512,Home Office,South,Brighton,Furniture,Furnishings,2,376.53,0.1,677.75,32.8
ORD-101203,2024-12-16,2024-12-20,Standard Class,CUST-2046,Consumer,East,Ipswich,Technology,Phones,4,672.41,0.15,2286.19,-222.75
ORD-100232,2024-12-16,2024-12-22,Standard Class,CUST-2399,Consumer,North,Sheffield,Technology,Machines,4,304.16,0.0,1216.64,19.49
ORD-102019,2024-12-16,2024-12-20,First Class,CUST-2189,Home Office,West,Cardiff,Technology,Machines,5,434.61,0.15,1847.09,304.55
ORD-102649,2024-12-16,2024-12-19,Standard Class,CUST-1373,Home Office,East,Cambridge,Technology,Machines,3,1183.4,0.3,2485.14,-603.95
ORD-105569,2024-12-16,2024-12-20,Standard Class,CUST-1129,Corporate,East,Peterborough,Office Supplies,Labels,3,15.2,0.2,36.48,7.04
ORD-100717,2024-12-16,2024-12-19,Standard Class,CUST-1938,Corporate,East,Cambridge,Technology,Phones,2,542.21,0.2,867.54,-34.21
ORD-101706,2024-12-16,2024-12-21,Second Class,CUST-1452,Consumer,South,Reading,Furniture,Tables,2,453.11,0.1,815.6,79.1
ORD-103816,2024-12-16,2024-12-18,Standard Class,CUST-1266,Corporate,West,Cardiff,Office Supplies,Paper,3,106.81,0.1,288.39,39.17
ORD-101831,2024-12-16,2024-12-20,First Class,CUST-1491,Consumer,West,Bristol,Furniture,Chairs,1,798.56,0.1,718.7,75.4
ORD-106475,2024-12-16,2024-12-22,Same Day,CUST-2080,Consumer,Central,Coventry,Technology,Copiers,1,876.35,0.3,613.44,-132.45
ORD-100218,2024-12-17,2024-12-20,First Class,CUST-2179,Corporate,East,Norwich,Furniture,Furnishings,3,761.74,0.2,1828.18,-152.28
ORD-103769,2024-12-17,2024-12-18,Second Class,CUST-1847,Consumer,West,Plymouth,Office Supplies,Labels,2,95.15,0.1,171.27,19.73
ORD-105420,2024-12-17,2024-12-19,Second Class,CUST-1956,Corporate,North,Manchester,Furniture,Chairs,1,477.18,0.1,429.46,32.63
ORD-103870,2024-12-17,2024-12-23,Standard Class,CUST-2245,Home Office,West,Cardiff,Furniture,Bookcases,2,632.07,0.1,1137.73,105.77
ORD-106049,2024-12-17,2024-12-24,Second Class,CUST-1216,Consumer,South,Portsmouth,Furniture,Chairs,1,606.26,0.0,606.26,62.75
ORD-103804,2024-12-17,2024-12-19,First Class,CUST-1735,Consumer,Central,Birmingham,Furniture,Furnishings,3,128.77,0.3,270.42,-7.66
ORD-103859,2024-12-17,2024-12-21,Standard Class,CUST-1565,Home Office,South,Portsmouth,Office Supplies,Binders,2,9.81,0.1,17.66,1.93
ORD-101618,2024-12-17,2024-12-20,Standard Class,CUST-1178,Consumer,West,Bristol,Office Supplies,Art,1,109.86,0.2,87.89,3.47
ORD-105840,2024-12-17,2024-12-21,Standard Class,CUST-2358,Consumer,East,Norwich,Office Supplies,Binders,6,13.48,0.2,64.7,-2.69
ORD-102201,2024-12-17,2024-12-20,Second Class,CUST-2204,Home Office,East,Cambridge,Office Supplies,Art,3,87.65,0.0,262.95,20.95
ORD-104461,2024-12-17,2024-12-21,Standard Class,CUST-1818,Home Office,East,Cambridge,Furniture,Chairs,1,847.67,0.1,762.9,34.44
ORD-101904,2024-12-18,2024-12-24,Standard Class,CUST-1093,Home Office,West,Cardiff,Office Supplies,Labels,1,34.7,0.0,34.7,6.33
ORD-105509,2024-12-18,2024-12-24,Standard Class,CUST-1334,Consumer,Central,Leicester,Furniture,Chairs,2,361.74,0.1,651.13,1.77
ORD-105695,2024-12-18,2024-12-22,Standard Class,CUST-2067,Consumer,West,Bristol,Furniture,Furnishings,3,723.9,0.0,2171.7,374.05
ORD-103261,2024-12-18,2024-12-21,Second Class,CUST-1320,Home Office,North,Sheffield,Furniture,Bookcases,4,673.28,0.1,2423.81,-217.45
ORD-105366,2024-12-18,2024-12-21,Standard Class,CUST-1385,Consumer,North,Leeds,Office Supplies,Art,1,118.9,0.2,95.12,8.8
ORD-100507,2024-12-18,2024-12-23,Standard Class,CUST-2446,Consumer,East,Peterborough,Office Supplies,Paper,3,76.4,0.1,206.28,57.33
ORD-100598,2024-12-18,2024-12-20,Standard Class,CUST-1485,Corporate,North,Newcastle,Furniture,Furnishings,1,705.2,0.2,564.16,-55.46
